DateTime,Temperature,Humidity,Wind Speed,Power Consumption
1/1/17 17:40,14.93,60.83,0.077,38321.01266
1/1/17 17:50,14.71,61.87,0.086,39129.11392
1/1/17 18:00,14.48,63.27,0.08,39560.50633
1/1/17 18:10,14.29,63.94,0.078,39517.97468
1/1/17 18:20,14.09,64.87,0.078,39596.96203
1/1/17 18:30,13.89,66.11,0.076,39469.36709
1/1/17 18:40,13.79,66.74,0.076,39682.02532
1/1/17 18:50,13.54,66.71,0.076,39888.60759
1/1/17 19:00,12.51,68.35,0.077,39991.89873
1/1/17 19:10,12.06,70.2,0.078,40210.63291
1/1/17 19:20,11.75,70.7,0.079,40216.70886
1/1/17 19:30,11.61,70.7,0.077,40435.44304
1/1/17 19:40,11.5,70.6,0.078,40514.43038
1/1/17 19:50,11.43,70.7,0.076,40544.81013
1/1/17 20:00,11.42,71.2,0.076,40283.5443
1/1/17 20:10,11.69,71.1,0.078,40216.70886
1/1/17 20:20,12.05,69.82,0.077,40477.97468
1/1/17 20:30,11.87,69.98,0.076,40611.64557
1/1/17 20:40,11.61,71.2,0.078,40435.44304
1/1/17 20:50,11.5,72,0.078,40204.55696
1/1/17 21:00,11.43,72,0.075,39584.81013
1/1/17 21:10,11.29,72.2,0.075,39274.93671
1/1/17 21:20,11.49,73.1,0.077,39141.26582
1/1/17 21:30,12.24,70.1,0.077,38643.03797
1/1/17 21:40,11.84,68.78,0.074,38011.13924
1/1/17 21:50,12.2,68.78,0.074,37622.27848
1/1/17 22:00,13.1,65.44,0.074,36953.92405
1/1/17 22:10,13.2,63.84,0.074,36394.93671
1/1/17 22:20,13.18,63.97,0.075,35289.11392
1/1/17 22:30,12.64,66.77,0.072,34438.48101
1/1/17 22:40,12.39,68.04,0.074,33678.98734
1/1/17 22:50,12.24,69.18,0.077,33077.46835
1/1/17 23:00,12.11,69.94,0.074,32117.46835
1/1/17 23:10,12.07,70.7,0.076,31357.97468
1/1/17 23:20,11.99,70.8,0.075,30701.77215
1/1/17 23:30,11.32,74.7,0.075,29681.01266
1/1/17 23:40,11.37,74.8,0.074,28830.37975
1/1/17 23:50,11.41,74.1,0.076,27748.86076
1/2/17 0:00,11.01,75.8,0.076,26703.79747
1/2/17 0:10,10.74,77.3,0.078,26169.11392
1/2/17 0:20,10.47,78.2,0.078,25622.27848
1/2/17 0:30,10.31,79.2,0.076,24972.1519
1/2/17 0:40,10.63,79.3,0.079,24437.46835
1/2/17 0:50,10.84,78.4,0.073,23914.93671
1/2/17 1:00,10.94,78.1,0.074,23629.36709
1/2/17 1:10,11.12,77.9,0.073,23118.98734
1/2/17 1:20,11.02,77.5,0.081,22736.20253
1/2/17 1:30,10.5,78.9,0.076,22049.62025
1/2/17 1:40,10.22,79.8,0.078,21855.18987
1/2/17 1:50,10.42,81.3,0.075,21685.06329
1/2/17 2:00,10.86,80,0.076,21533.16456
1/2/17 2:10,11.17,77.3,0.077,21107.8481
1/2/17 2:20,11.1,75.6,0.077,20986.32911
1/2/17 2:30,11.14,75,0.081,20725.06329
1/2/17 2:40,11.21,75.2,0.077,20889.11392
1/2/17 2:50,10.71,77.4,0.079,20433.41772
1/2/17 3:00,10.7,77.7,0.079,20372.65823
1/2/17 3:10,10.58,78.6,0.075,20135.6962
1/2/17 3:20,10.59,79.5,0.078,20129.62025
1/2/17 3:30,10.68,79.4,0.079,20117.46835
1/2/17 3:40,10.52,79.8,0.076,20087.08861
1/2/17 3:50,10.34,80.6,0.078,19740.75949
1/2/17 4:00,10.18,81.7,0.079,19831.89873
1/2/17 4:10,10.41,82.3,0.074,19989.87342
1/2/17 4:20,10.41,81.4,0.078,20166.07595
1/2/17 4:30,10.39,81.5,0.074,20214.68354
1/2/17 4:40,10.16,81.9,0.075,20141.77215
1/2/17 4:50,9.97,82.8,0.077,20056.70886
1/2/17 5:00,10.03,83.8,0.08,20257.21519
1/2/17 5:10,9.98,83,0.078,20500.25316
1/2/17 5:20,9.74,82.8,0.081,20712.91139
1/2/17 5:30,9.54,83.7,0.078,20810.12658
1/2/17 5:40,9.53,83.9,0.072,21041.01266
1/2/17 5:50,9.56,84.1,0.073,21709.36709
1/2/17 6:00,9.58,84.5,0.075,22742.27848
1/2/17 6:10,9.44,84.1,0.075,22948.86076
1/2/17 6:20,9.4,84.4,0.077,23258.73418
1/2/17 6:30,9.38,84.6,0.076,23471.39241
1/2/17 6:40,9.16,84.7,0.077,23653.67089
1/2/17 6:50,9.06,85.6,0.076,23769.11392
1/2/17 7:00,9.17,85.8,0.078,23380.25316
1/2/17 7:10,9.46,86.2,0.076,23033.92405
1/2/17 7:20,9.74,85.4,0.072,22803.03797
1/2/17 7:30,9.8,84.4,0.077,23082.53165
1/2/17 7:40,9.58,83.9,0.079,22803.03797
1/2/17 7:50,9.51,83.7,0.082,22268.35443
1/2/17 8:00,9.44,83.2,0.084,22742.27848
1/2/17 8:10,9.18,82.5,0.083,23526.07595
1/2/17 8:20,8.96,83.4,0.083,24340.25316
1/2/17 8:30,8.71,83.9,0.081,24881.01266
1/2/17 8:40,8.52,85.1,0.081,25190.88608
1/2/17 8:50,8.43,85.4,0.079,25531.13924
1/2/17 9:00,8.44,85.9,0.08,25980.75949
1/2/17 9:10,8.69,86.7,0.079,23495.6962
1/2/17 9:20,9.02,86.7,0.082,23629.36709
1/2/17 9:30,9.17,86.9,0.079,24006.07595
1/2/17 9:40,10.48,87,0.079,24771.64557
1/2/17 9:50,11.13,83.5,0.08,25148.35443
1/2/17 10:00,11.68,81.7,0.08,25518.98734
1/2/17 10:10,12.22,78,0.075,25695.18987
1/2/17 10:20,12.61,74.8,0.076,26351.39241
1/2/17 10:30,13.07,72.7,0.075,26667.34177
1/2/17 10:40,13.61,70.2,0.077,26794.93671
1/2/17 10:50,14,69.22,0.077,27281.01266
1/2/17 11:00,14.55,64.11,0.077,27645.56962
1/2/17 11:10,14.94,58.46,0.077,27773.16456
1/2/17 11:20,15.08,57.23,0.076,27894.68354
1/2/17 11:30,15.18,55.83,0.076,28532.65823
1/2/17 11:40,15.28,56.49,0.075,28818.22785
1/2/17 11:50,15.27,55.93,0.076,28684.55696
1/2/17 12:00,15.21,55.69,0.077,28939.74684
1/2/17 12:10,15.18,57.2,0.078,29152.40506
1/2/17 12:20,15.11,57.86,0.074,29674.93671
1/2/17 12:30,15.1,58.33,0.076,29826.83544
1/2/17 12:40,15.26,58.8,0.076,29905.82278
1/2/17 12:50,15.15,60.87,0.075,29990.88608
1/2/17 13:00,15.23,60.53,0.076,29966.58228
1/2/17 13:10,15.22,60.2,0.077,29881.51899
1/2/17 13:20,15.22,59.83,0.076,29760
1/2/17 13:30,15.33,59.16,0.076,29292.1519
1/2/17 13:40,15.41,58.13,0.076,29140.25316
1/2/17 13:50,15.43,58,0.077,28872.91139
1/2/17 14:00,15.56,56.03,0.075,28672.40506
1/2/17 14:10,15.59,55.73,0.075,28502.27848
1/2/17 14:20,15.47,56.29,0.077,28684.55696
1/2/17 14:30,15.55,55.99,0.074,28617.72152
1/2/17 14:40,15.57,56.53,0.076,28635.94937
1/2/17 14:50,15.64,55.35,0.077,28556.96203
1/2/17 15:00,15.59,55.76,0.077,28721.01266
1/2/17 15:10,15.58,57.03,0.077,28696.70886
1/2/17 15:20,15.49,57.19,0.075,29049.11392
1/2/17 15:30,15.45,57.86,0.075,29255.6962
1/2/17 15:40,15.36,57.72,0.075,29012.65823
1/2/17 15:50,15.38,58.02,0.074,29091.64557
1/2/17 16:00,15.37,58.59,0.077,29030.88608
1/2/17 16:10,15.23,59.76,0.077,29267.8481
1/2/17 16:20,15.23,61.12,0.075,29480.50633
1/2/17 16:30,15.24,61.63,0.075,30161.01266
1/2/17 16:40,15.19,61.72,0.075,31011.64557
1/2/17 16:50,15.17,61.76,0.077,31029.87342
1/2/17 17:00,15.22,59.95,0.076,32390.88608
1/2/17 17:10,15.17,61.92,0.076,33685.06329
1/2/17 17:20,15.02,62.32,0.076,35659.74684
1/2/17 17:30,14.9,61.82,0.079,38187.34177
1/2/17 17:40,14.81,61.79,0.078,40648.10127
1/2/17 17:50,14.68,62.05,0.079,41565.56962
1/2/17 18:00,14.54,64.02,0.074,41644.55696
1/2/17 18:10,14.38,64.55,0.077,41814.68354
1/2/17 18:20,14.23,65.55,0.076,41766.07595
1/2/17 18:30,14.11,65.79,0.081,41753.92405
1/2/17 18:40,14.03,66.72,0.074,41808.60759
1/2/17 18:50,13.95,67.52,0.074,41699.24051
1/2/17 19:00,13.87,68.59,0.075,41280
1/2/17 19:10,13.74,69.46,0.074,41583.79747
1/2/17 19:20,13.55,69.9,0.076,41851.13924
1/2/17 19:30,13.43,69.86,0.076,41608.10127
1/2/17 19:40,13.35,69.86,0.076,41395.44304
1/2/17 19:50,13.2,70.5,0.076,41273.92405
1/2/17 20:00,13.42,68.89,0.073,40939.74684
1/2/17 20:10,13.55,68.12,0.077,41249.62025
1/2/17 20:20,13.42,68.52,0.075,41316.4557
1/2/17 20:30,13.3,69.03,0.075,41182.78481
1/2/17 20:40,13.33,68.72,0.076,41061.26582
1/2/17 20:50,13.45,68.59,0.075,40830.37975
1/2/17 21:00,13.47,66.99,0.074,40830.37975
1/2/17 21:10,13.29,66.99,0.075,40356.4557
1/2/17 21:20,13.15,66.42,0.078,39797.46835
1/2/17 21:30,13.03,66.62,0.074,39116.96203
1/2/17 21:40,12.93,67.29,0.076,38564.05063
1/2/17 21:50,12.88,67.46,0.075,38102.27848
1/2/17 22:00,12.86,67.76,0.074,37792.40506
1/2/17 22:10,12.87,67.96,0.075,37117.97468
1/2/17 22:20,12.92,68.52,0.074,36218.73418
1/2/17 22:30,12.96,68.62,0.075,35191.89873
1/2/17 22:40,12.88,69.33,0.075,34754.43038
1/2/17 22:50,12.77,69.86,0.075,33909.87342
1/2/17 23:00,12.82,70.1,0.075,32785.82278
1/2/17 23:10,12.75,70.4,0.071,31916.96203
1/2/17 23:20,12.54,71.5,0.077,30252.1519
1/2/17 23:30,12.23,72.9,0.077,29346.83544
1/2/17 23:40,12.19,72.8,0.077,28593.41772
1/2/17 23:50,12.31,72.6,0.072,27779.24051
1/3/17 0:00,12.08,74,0.076,26661.26582
1/3/17 0:10,12.16,74,0.072,26150.88608
1/3/17 0:20,12.07,74.1,0.074,25433.92405
1/3/17 0:30,11.48,76.8,0.077,24947.8481
1/3/17 0:40,11.45,77.7,0.074,24540.75949
1/3/17 0:50,11.8,76.6,0.076,23884.55696
1/3/17 1:00,12.23,75.1,0.074,23422.78481
1/3/17 1:10,12.39,71,0.078,23222.27848
1/3/17 1:20,12.42,71.4,0.077,22766.58228
1/3/17 1:30,12.4,71.5,0.075,22365.56962
1/3/17 1:40,11.84,73.4,0.079,22098.22785
1/3/17 1:50,11.51,73,0.076,21946.32911
1/3/17 2:00,11.35,73.6,0.081,21691.13924
1/3/17 2:10,11.27,73.8,0.077,21575.6962
1/3/17 2:20,11.33,74.5,0.073,21502.78481
1/3/17 2:30,11.44,75,0.078,21332.65823
1/3/17 2:40,12.26,75.5,0.076,21059.24051
1/3/17 2:50,13.08,70.9,0.076,21065.31646
1/3/17 3:00,12.78,71.8,0.078,20980.25316
1/3/17 3:10,12.34,73.2,0.076,20931.64557
1/3/17 3:20,12.2,73.8,0.072,20658.22785
1/3/17 3:30,12.04,74.7,0.077,20226.83544
1/3/17 3:40,11.96,74.9,0.077,20220.75949
1/3/17 3:50,11.92,75.2,0.077,20330.12658
1/3/17 4:00,11.85,75.1,0.083,20202.53165
1/3/17 4:10,11.66,75.5,0.084,19989.87342
1/3/17 4:20,11.55,76.1,0.077,19989.87342
1/3/17 4:30,11.6,75.1,0.081,20087.08861
1/3/17 4:40,11.17,77.8,0.076,20129.62025
1/3/17 4:50,10.83,78.5,0.076,20299.74684
1/3/17 5:00,10.74,78.6,0.077,20390.88608
1/3/17 5:10,10.57,80.3,0.081,20500.25316
1/3/17 5:20,10.49,80.3,0.08,20755.44304
1/3/17 5:30,10.69,81.6,0.078,20986.32911
1/3/17 5:40,11.22,80,0.076,21454.17722
1/3/17 5:50,11.36,77.9,0.077,22122.53165
1/3/17 6:00,11.44,77.5,0.079,22954.93671
1/3/17 6:10,11.49,76.7,0.073,23605.06329
1/3/17 6:20,11.33,76.8,0.075,24255.18987
1/3/17 6:30,11.16,77.3,0.082,24656.20253
1/3/17 6:40,10.89,77.5,0.082,24552.91139
1/3/17 6:50,10.27,80.2,0.078,24607.59494
1/3/17 7:00,10.15,80.8,0.08,24534.68354
1/3/17 7:10,10,81.6,0.077,24662.27848
1/3/17 7:20,9.9,81.5,0.076,24534.68354
1/3/17 7:30,9.67,81.6,0.08,24151.89873
1/3/17 7:40,9.27,81.5,0.08,23811.64557
1/3/17 7:50,9.03,81.8,0.079,23532.1519
1/3/17 8:00,8.85,82.7,0.082,23884.55696
1/3/17 8:10,8.68,83.1,0.083,24522.53165
1/3/17 8:20,8.54,83.7,0.078,24874.93671
1/3/17 8:30,8.38,84.9,0.081,25251.64557
1/3/17 8:40,8.5,84.9,0.079,25871.39241
1/3/17 8:50,8.48,85.7,0.082,26466.83544
1/3/17 9:00,8.4,85.3,0.082,27135.18987
1/3/17 9:10,8.51,85.5,0.083,27997.97468
1/3/17 9:20,8.8,85,0.084,28107.34177
1/3/17 9:30,9.09,84.1,0.081,28417.21519
1/3/17 9:40,9.62,84.5,0.082,29085.56962
1/3/17 9:50,10.89,85.9,0.085,29383.29114
1/3/17 10:00,12.43,83.3,0.079,30057.72152
1/3/17 10:10,13.02,77.5,0.084,30756.4557
1/3/17 10:20,13.38,74.4,0.078,30932.65823
1/3/17 10:30,13.64,73.2,0.079,31272.91139
1/3/17 10:40,13.88,72.2,0.084,31844.05063
1/3/17 10:50,14.16,72.3,0.081,32281.51899
1/3/17 11:00,14.54,69.24,0.084,32749.36709
1/3/17 11:10,14.75,67.1,0.078,32974.17722
1/3/17 11:20,14.87,66.57,0.08,33004.55696
1/3/17 11:30,15,65.1,0.083,33217.21519
1/3/17 11:40,15.08,64.4,0.079,33332.65823
1/3/17 11:50,15.18,64.23,0.077,33113.92405
1/3/17 12:00,15.28,64.43,0.074,33168.60759
1/3/17 12:10,15.19,63.6,0.074,33751.89873
1/3/17 12:20,15.18,64.77,0.075,34019.24051
1/3/17 12:30,15.21,65.33,0.076,34116.4557
1/3/17 12:40,15.31,64.2,0.074,34468.86076
1/3/17 12:50,15.35,63.13,0.073,34468.86076
1/3/17 13:00,15.43,62.93,0.073,34341.26582
1/3/17 13:10,15.39,62.9,0.074,33964.55696
1/3/17 13:20,15.41,62.83,0.074,33502.78481
1/3/17 13:30,15.57,62.7,0.077,33302.27848
1/3/17 13:40,15.37,63.4,0.076,33356.96203
1/3/17 13:50,15.49,63.46,0.075,33271.89873
1/3/17 14:00,15.57,63.7,0.073,32627.8481
1/3/17 14:10,15.48,63.76,0.075,32694.68354
1/3/17 14:20,15.36,64.16,0.073,32366.58228
1/3/17 14:30,15.35,64.19,0.074,32269.36709
1/3/17 14:40,15.41,64.1,0.074,32293.67089
1/3/17 14:50,15.36,65.23,0.075,32208.60759
1/3/17 15:00,15.44,64.86,0.075,32251.13924
1/3/17 15:10,15.48,64.1,0.075,32567.08861
1/3/17 15:20,15.45,64.86,0.076,32366.58228
1/3/17 15:30,15.44,64.93,0.074,32336.20253
1/3/17 15:40,15.34,65.3,0.075,32257.21519
1/3/17 15:50,15.3,65.83,0.075,31983.79747
1/3/17 16:00,15.34,66.4,0.075,31777.21519
1/3/17 16:10,15.34,66.83,0.071,31874.43038
1/3/17 16:20,15.23,67.66,0.076,31740.75949
1/3/17 16:30,15.18,67.73,0.075,32196.4557
1/3/17 16:40,15.09,67.66,0.076,32263.29114
1/3/17 16:50,14.96,66.19,0.077,32688.60759
1/3/17 17:00,14.94,64.99,0.075,33241.51899
1/3/17 17:10,14.89,65.45,0.073,34669.36709
1/3/17 17:20,14.85,65.55,0.077,36200.50633
1/3/17 17:30,14.78,65.82,0.075,39062.27848
1/3/17 17:40,14.68,67.22,0.073,41486.58228
1/3/17 17:50,14.51,68.26,0.077,42312.91139
1/3/17 18:00,14.32,69.56,0.075,42495.18987
1/3/17 18:10,14.14,70.9,0.076,42750.37975
1/3/17 18:20,13.98,72.1,0.076,42871.89873
1/3/17 18:30,13.86,73,0.074,42993.41772
1/3/17 18:40,13.45,73.7,0.075,42823.29114
1/3/17 18:50,12.2,77.3,0.076,42677.46835
1/3/17 19:00,11.85,78.2,0.074,42434.43038
1/3/17 19:10,11.53,79,0.078,42671.39241
1/3/17 19:20,11.25,80,0.075,42720
1/3/17 19:30,11.12,80.5,0.074,42689.62025
1/3/17 19:40,10.92,81.2,0.076,42476.96203
1/3/17 19:50,10.93,81.3,0.079,42288.60759
1/3/17 20:00,10.69,81.5,0.077,41960.50633
1/3/17 20:10,10.39,81.5,0.078,42416.20253
1/3/17 20:20,10.17,83.1,0.074,42519.49367
1/3/17 20:30,10.03,82.9,0.075,42318.98734
1/3/17 20:40,9.61,83.9,0.076,42221.77215
1/3/17 20:50,9.71,84.2,0.075,42033.41772
1/3/17 21:00,9.62,83.4,0.074,41571.64557
1/3/17 21:10,9.49,83.5,0.073,40970.12658
1/3/17 21:20,9.33,83.7,0.076,40490.12658
1/3/17 21:30,9.23,83.9,0.074,39870.37975
1/3/17 21:40,9.14,84,0.073,39347.8481
1/3/17 21:50,9.11,83.8,0.073,38916.4557
1/3/17 22:00,9.07,83.8,0.073,37962.53165
1/3/17 22:10,9,83.9,0.072,37300.25316
1/3/17 22:20,9.05,84,0.072,36565.06329
1/3/17 22:30,8.98,83.6,0.073,35750.88608
1/3/17 22:40,8.81,83.9,0.075,34535.6962
1/3/17 22:50,8.72,84,0.076,33654.68354
1/3/17 23:00,8.51,84.3,0.075,32457.72152
1/3/17 23:10,8.52,85,0.075,31686.07595
1/3/17 23:20,8.6,84.4,0.074,30847.59494
1/3/17 23:30,8.49,84.5,0.077,30063.79747
1/3/17 23:40,8.33,84.7,0.076,29298.22785
1/3/17 23:50,8.5,84.7,0.073,28550.88608
1/4/17 0:00,8.52,83.7,0.077,27657.72152
1/4/17 0:10,8.63,83.5,0.073,27153.41772
1/4/17 0:20,8.69,82.8,0.076,26442.53165
1/4/17 0:30,8.77,82.3,0.075,26053.67089
1/4/17 0:40,8.36,82,0.078,25525.06329
1/4/17 0:50,8.17,82.7,0.075,24795.94937
1/4/17 1:00,8.13,82.4,0.074,23975.6962
1/4/17 1:10,8.14,82.3,0.074,23562.53165
1/4/17 1:20,8.15,82.2,0.076,23179.74684
1/4/17 1:30,8.33,82.2,0.075,23076.4557
1/4/17 1:40,8.36,81.4,0.076,22918.48101
1/4/17 1:50,8.23,80.7,0.076,22772.65823
1/4/17 2:00,8.13,81.2,0.075,22450.63291
1/4/17 2:10,8.04,81.2,0.075,22237.97468
1/4/17 2:20,7.87,81.8,0.074,22086.07595
1/4/17 2:30,7.91,81.8,0.078,21751.89873
1/4/17 2:40,7.9,81.8,0.077,21770.12658
1/4/17 2:50,7.88,81.6,0.077,21745.82278
1/4/17 3:00,7.89,81.2,0.074,21569.62025
1/4/17 3:10,7.94,81.2,0.074,21393.41772
1/4/17 3:20,7.84,80.5,0.073,21229.36709
1/4/17 3:30,7.59,80.4,0.076,21113.92405
1/4/17 3:40,7.44,81.1,0.076,21363.03797
1/4/17 3:50,7.59,81,0.082,21308.35443
1/4/17 4:00,7.46,81.3,0.091,21120
1/4/17 4:10,6.991,82.5,0.086,21053.16456
1/4/17 4:20,6.683,83.5,0.086,20378.73418
1/4/17 4:30,6.447,84.1,0.087,19479.49367
1/4/17 4:40,6.091,84.9,0.083,19746.83544
1/4/17 4:50,5.88,85.9,0.083,19661.77215
1/4/17 5:00,6.003,86.3,0.085,19746.83544
1/4/17 5:10,5.904,86.7,0.085,20087.08861
1/4/17 5:20,6.042,86.7,0.087,21533.16456
1/4/17 5:30,5.976,86.8,0.085,21818.73418
1/4/17 5:40,5.965,86.9,0.084,22049.62025
1/4/17 5:50,6.025,87.1,0.085,22869.87342
1/4/17 6:00,5.946,86.9,0.084,23696.20253
1/4/17 6:10,5.795,86.9,0.086,23878.48101
1/4/17 6:20,5.488,87.1,0.087,24309.87342
1/4/17 6:30,5.352,87.1,0.083,24346.32911
1/4/17 6:40,5.076,87.7,0.082,24716.96203
1/4/17 6:50,5.291,88.3,0.09,24716.96203
1/4/17 7:00,5.364,87.7,0.087,24972.1519
1/4/17 7:10,5.393,87.8,0.087,24911.39241
1/4/17 7:20,5.524,87.7,0.088,24443.5443
1/4/17 7:30,5.576,87.4,0.091,24030.37975
1/4/17 7:40,5.421,86.9,0.09,23763.03797
1/4/17 7:50,5.336,86.7,0.089,23605.06329
1/4/17 8:00,5.139,86.9,0.085,24066.83544
1/4/17 8:10,5.01,87.2,0.09,24637.97468
1/4/17 8:20,5.099,87.4,0.084,24990.37975
1/4/17 8:30,4.917,87.5,0.09,25482.53165
1/4/17 8:40,4.779,87.7,0.086,26041.51899
1/4/17 8:50,4.873,87.8,0.089,26472.91139
1/4/17 9:00,4.872,87.2,0.088,26849.62025
1/4/17 9:10,5.009,86.9,0.084,27706.32911
1/4/17 9:20,5.065,86.6,0.088,28441.51899
1/4/17 9:30,5.218,86.3,0.089,28891.13924
1/4/17 9:40,5.54,85.9,0.088,29122.02532
1/4/17 9:50,5.738,84.7,0.089,28599.49367
1/4/17 10:00,6,84.1,0.091,29122.02532
1/4/17 10:10,6.271,83,0.09,29134.17722
1/4/17 10:20,6.593,81.6,0.09,29899.74684
1/4/17 10:30,6.933,81.2,0.09,30507.34177
1/4/17 10:40,7.22,81.2,0.091,30932.65823
1/4/17 10:50,7.54,81,0.091,31266.83544
1/4/17 11:00,8.01,79.8,0.088,31485.56962
1/4/17 11:10,8.57,79,0.088,31777.21519
1/4/17 11:20,9.04,78.5,0.09,32111.39241
